model,wall_seed,seat,prevalent_wind,score,rank,win,self_draw,deal_in,deal_in_fan,big_deal_in,draw,draw_tenpai,call_rate,decisions,mean_decision_ms,p95_decision_ms,max_decision_ms,invalid_or_timeout,steps
final_hybrid,2026086000,0,1,-8.0,2.5,0,0,0,0,0,0,0,0.02857142857142857,35,12.209697759577207,3.158115874975917,344.5225730538368,0,70
final_hybrid,2026086000,1,1,37.0,1.0,1,0,0,0,0,0,0,0.0,33,2.447200346399437,2.9409284703433514,3.833585884422064,0,66
final_hybrid,2026086000,2,1,-22.0,3.0,0,0,0,0,0,0,0,0.02127659574468085,47,2.3660646513738532,2.8136732056736946,2.8587752021849155,0,95
final_hybrid,2026086000,3,1,33.0,1.0,1,0,0,0,0,0,0,0.044444444444444446,45,2.558486039439837,3.492414578795433,4.916011355817318,0,90
final_hybrid,2026086001,0,0,-19.0,4.0,0,0,1,11,0,0,0,0.01639344262295082,61,2.3577035420009347,2.812508028000593,2.944685984402895,0,122
final_hybrid,2026086001,1,0,60.0,1.0,1,1,0,0,0,0,0,0.06451612903225806,62,2.323334811315421,2.708737156353891,5.27728209272027,0,123
final_hybrid,2026086001,2,0,69.0,1.0,1,1,0,0,0,0,0,0.013513513513513514,74,2.365715852057612,2.9042464680969715,5.783359985798597,0,147
final_hybrid,2026086001,3,0,0.0,2.5,0,0,0,0,0,1,1,0.034482758620689655,87,2.285001210697081,2.7403600979596376,3.1183091923594475,0,174
final_hybrid,2026086002,0,3,34.0,1.0,1,0,0,0,0,0,0,0.034482758620689655,29,2.334343895701499,2.6535164564847946,2.756725065410137,0,58
final_hybrid,2026086002,1,3,-20.0,4.0,0,0,1,12,0,0,0,0.039473684210526314,76,2.3457691943469015,2.8808264760300517,3.6383592523634434,0,152
final_hybrid,2026086002,2,3,-18.0,4.0,0,0,1,10,0,0,0,0.0,21,2.4922641348980723,2.8418321162462234,6.2901051715016365,0,42
final_hybrid,2026086002,3,3,-8.0,2.5,0,0,0,0,0,0,0,0.0,59,2.301933528003046,2.8368652798235416,2.8573330491781235,0,118
final_hybrid,2026086003,0,2,-8.0,2.5,0,0,0,0,0,0,0,0.023255813953488372,43,2.333422191441059,2.672900352627039,2.8088679537177086,0,86
final_hybrid,2026086003,1,2,-8.0,2.5,0,0,0,0,0,0,0,0.03508771929824561,57,2.3807583605511144,2.9927317984402153,4.3481141328811646,0,114
final_hybrid,2026086003,2,2,36.0,1.0,1,0,0,0,0,0,0,0.023255813953488372,43,2.274151165904694,2.7303258888423443,2.8403960168361664,0,86
final_hybrid,2026086003,3,2,-8.0,2.5,0,0,0,0,0,0,0,0.013513513513513514,74,2.317433018942137,2.8050305554643273,2.874144818633795,0,148
final_hybrid,2026086004,0,0,-18.0,3.0,0,0,0,0,0,0,0,0.0,40,2.420719084329903,2.8704971773549914,3.8676979020237923,0,81
final_hybrid,2026086004,1,0,-8.0,2.5,0,0,0,0,0,0,0,0.0,48,2.388724620686844,2.774566737934947,5.622037220746279,0,96
final_hybrid,2026086004,2,0,33.0,1.0,1,0,0,0,0,0,0,0.016129032258064516,62,2.364141348328802,2.9415318742394443,5.6274509988725185,0,124
final_hybrid,2026086004,3,0,-8.0,2.5,0,0,0,0,0,0,0,0.022727272727272728,44,2.2969587642530147,2.6734212646260858,3.968652803450823,0,88
final_hybrid,2026086005,0,2,-8.0,2.5,0,0,0,0,0,0,0,0.0625,32,2.3100863181753084,2.6467619463801384,2.7911649085581303,0,64
final_hybrid,2026086005,1,2,33.0,1.0,1,0,0,0,0,0,0,0.03125,32,2.3259997979039326,2.693044627085328,2.988693304359913,0,64
final_hybrid,2026086005,2,2,-17.0,4.0,0,0,1,9,0,0,0,0.05555555555555555,36,2.3678672344734273,2.770459628663957,5.742443259805441,0,72
final_hybrid,2026086005,3,2,-8.0,2.5,0,0,0,0,0,0,0,0.0625,32,2.2259506804402918,2.574632945470512,2.655385062098503,0,64
final_hybrid,2026086006,0,1,-20.0,3.0,0,0,0,0,0,0,0,0.013333333333333334,75,2.4052478993932405,2.8641988057643175,4.864411894232035,0,151
final_hybrid,2026086006,1,1,-17.0,4.0,0,0,1,9,0,0,0,0.03125,64,2.3498117370763794,2.733961003832519,5.40145905688405,0,128
