model,games,avg_score,avg_rank,win_rate,self_draw_rate,deal_in_rate,avg_deal_in_fan,big_deal_in_rate,draw_tenpai_rate,call_rate,mean_decision_ms,p95_game_decision_ms,max_decision_ms,invalid_or_timeout_rate
risk_calibrated,4000,1.25325,2.45775,0.252,0.073,0.16125,12.809302325581395,0.0005,0.42162162162162165,0.024053904078102453,2.4931872533335935,3.513368871062993,9.87260416150093,0.008
risk_uncalibrated,4000,1.50225,2.458125,0.258,0.0765,0.16775,12.833084947839046,0.00075,0.4913294797687861,0.024082712178768187,2.505257483746322,3.6329542286694028,350.2197042107582,0.00825
