model,wall_seed,seat,prevalent_wind,score,rank,win,self_draw,deal_in,deal_in_fan,big_deal_in,draw,draw_tenpai,call_rate,decisions,mean_decision_ms,p95_decision_ms,max_decision_ms,invalid_or_timeout,steps
final_raw,2026082923,3,2,-16.0,4.0,0,0,1,8,0,0,0,0.038461538461538464,52,1.765452020873244,1.7884921981021762,2.2377180866897106,0,104
final_raw,2026082924,0,1,-29.0,4.0,0,0,1,21,0,0,0,0.0,45,1.8380349605447717,1.8571717664599419,2.4875146336853504,0,90
final_raw,2026082924,1,1,-8.0,2.5,0,0,0,0,0,0,0,0.01694915254237288,59,1.7855677643191006,1.8365451600402594,1.8482361920177937,0,118
final_raw,2026082924,2,1,-30.0,3.0,0,0,0,0,0,0,0,0.014084507042253521,71,1.7988431975770165,1.814661780372262,2.6636687107384205,0,143
final_raw,2026082924,3,1,-8.0,2.5,0,0,0,0,0,0,0,0.01694915254237288,59,1.7746726082543196,1.793284248560667,2.868304029107094,0,118
final_raw,2026082925,0,0,-20.0,3.0,0,0,0,0,0,0,0,0.025,80,1.8257940479088575,1.854845928028226,1.8804389983415604,0,161
final_raw,2026082925,1,0,34.0,1.0,1,0,0,0,0,0,0,0.013888888888888888,72,1.8276720398312643,1.8465514527633786,3.603834193199873,0,144
final_raw,2026082925,2,0,-20.0,3.0,0,0,0,0,0,0,0,0.025,80,1.8286886042915285,1.8440055660903447,4.284839145839214,0,161
final_raw,2026082925,3,0,-20.0,3.0,0,0,0,0,0,0,0,0.0125,80,1.7690417123958468,1.805723155848682,2.624429762363434,0,161
final_raw,2026082926,0,2,-16.0,4.0,0,0,1,8,0,0,0,0.0,57,1.8446364750464757,1.845585834234953,3.099293913692236,0,114
final_raw,2026082926,1,2,60.0,1.0,1,1,0,0,0,0,0,0.017241379310344827,58,1.8013563842095177,1.8328819423913956,2.600204199552536,0,115
final_raw,2026082926,2,2,35.0,1.0,1,0,0,0,0,0,0,0.017543859649122806,57,1.817063559173492,1.8109007738530636,4.580936394631863,0,114
final_raw,2026082926,3,2,32.0,1.0,1,0,0,0,0,0,0,0.03636363636363636,55,1.7631493678147143,1.7932649236172438,2.015664242208004,0,110
final_raw,2026082927,0,0,-22.0,3.0,0,0,0,0,0,0,0,0.016666666666666666,60,1.8277632538229227,1.8564579309895635,2.0255115814507008,0,121
final_raw,2026082927,1,0,-8.0,2.5,0,0,0,0,0,0,0,0.03389830508474576,59,1.8151116131220835,1.849361602216959,3.4504681825637817,0,118
final_raw,2026082927,2,0,-22.0,3.0,0,0,0,0,0,0,0,0.016666666666666666,60,1.7641214809070032,1.8097433261573315,1.8222029320895672,0,121
final_raw,2026082927,3,0,-25.0,4.0,0,0,1,17,0,0,0,0.03389830508474576,59,1.847966266322439,1.786732021719217,4.8378873616456985,0,118
final_raw,2026082928,0,3,34.0,1.0,1,0,0,0,0,0,0,0.04225352112676056,71,1.8469323272961127,1.8601375631988049,3.3959737047553062,0,142
final_raw,2026082928,1,3,-30.0,4.0,0,0,0,0,0,0,0,0.04838709677419355,62,1.8169645355233262,1.8382069887593389,3.786965273320675,1,123
final_raw,2026082928,2,3,44.0,1.0,1,0,0,0,0,0,0,0.02857142857142857,35,1.8364605892981802,1.8072310835123062,4.357870202511549,0,70
final_raw,2026082928,3,3,32.0,1.0,1,0,0,0,0,0,0,0.06060606060606061,33,1.7542386229968432,1.7765284515917301,1.782708801329136,0,66
