model,wall_seed,seat,prevalent_wind,score,rank,win,self_draw,deal_in,deal_in_fan,big_deal_in,draw,draw_tenpai,call_rate,decisions,mean_decision_ms,p95_decision_ms,max_decision_ms,invalid_or_timeout,steps
candidate,20260706,0,3,35.0,1.0,1,0,0,0,0,0,0,0.075,40,11.340460972860456,3.496306296437977,354.95032370090485,0,80
candidate,20260706,1,3,-17.0,4.0,0,0,1,9,0,0,0,0.09090909090909091,33,2.498590246294484,3.2714612782001495,3.3078771084547043,0,66
candidate,20260706,2,3,-19.0,4.0,0,0,1,11,0,0,0,0.0,40,2.6465856935828924,3.8429301232099533,3.882182762026787,0,80
candidate,20260706,3,3,-8.0,2.5,0,0,0,0,0,0,0,0.0,40,2.421921957284212,3.258885443210602,3.284946084022522,0,80
candidate,20260707,0,1,-8.0,2.5,0,0,0,0,0,0,0,0.019230769230769232,52,2.5598700516499004,3.323627822101116,3.3581089228391647,0,104
candidate,20260707,1,1,-29.0,4.0,0,0,1,21,0,0,0,0.04477611940298507,67,2.5165898919995153,3.3236490562558174,3.369040787220001,0,134
candidate,20260707,2,1,-31.0,3.0,0,0,0,0,0,0,0,0.016666666666666666,60,2.4739627726376057,3.131062258034944,3.3129043877124786,0,121
candidate,20260707,3,1,45.0,1.0,1,0,0,0,0,0,0,0.014925373134328358,67,2.5816467771334435,3.763933852314948,5.265397951006889,0,134
candidate,20260708,0,0,102.0,1.0,1,1,0,0,0,0,0,0.0,45,2.593269571661949,3.3853966742753983,3.586413338780403,0,89
candidate,20260708,1,0,-34.0,3.0,0,0,0,0,0,0,0,0.06818181818181818,44,2.4657476354729044,3.1826761551201344,3.307770937681198,0,89
candidate,20260708,2,0,-34.0,3.0,0,0,0,0,0,0,0,0.0,44,2.644323405217041,3.6979233846068382,4.918867722153664,0,89
candidate,20260708,3,0,-34.0,3.0,0,0,0,0,0,0,0,0.022727272727272728,44,2.444437450983308,3.1913968734443188,3.3207908272743225,0,89
candidate,20260709,0,1,-8.0,2.5,0,0,0,0,0,0,0,0.0,28,2.558320893773011,3.352020028978586,3.397073596715927,0,56
candidate,20260709,1,1,-8.0,2.5,0,0,0,0,0,0,0,0.02564102564102564,39,2.482815478474666,3.211156092584133,3.251999616622925,0,78
candidate,20260709,2,1,-8.0,2.5,0,0,0,0,0,0,0,0.023809523809523808,42,2.523427740448997,3.3744233660399914,3.416968509554863,0,84
candidate,20260709,3,1,35.0,1.0,1,0,0,0,0,0,0,0.03571428571428571,28,2.4792394999946867,3.4676879644393916,3.575442358851433,0,56
candidate,20260710,0,2,-23.0,3.0,0,0,0,0,0,0,0,0.0,29,2.612392321742814,3.2932039350271225,3.3677779138088226,0,59
candidate,20260710,1,2,69.0,1.0,1,1,0,0,0,0,0,0.0,30,2.5263487671812377,3.308329451829195,3.3240076154470444,0,59
